"FUN_BUSINESS_UNIT.Name","ModuleId","ConfigurationStatus","CreatedBy","CreationDate","LastUpdatedBy","LastUpdateDate","LastUpdateLogin"
"Sweden Business Unit","70","Y","FIN_IMPL","2017/01/18 15:08:48.04","FIN_IMPL","2017/01/18 15:08:49.98","4655AFE15FDF647BE0537AA3FD0A57C8"
"Sweden Business Unit","80","Y","FIN_IMPL","2017/01/18 15:08:48.05","FIN_IMPL","2017/01/18 15:08:49.984","4655AFE15FDF647BE0537AA3FD0A57C8"
"Sweden Business Unit","90","Y","FIN_IMPL","2017/01/18 15:08:48.042","FIN_IMPL","2017/01/18 15:08:49.981","4655AFE15FDF647BE0537AA3FD0A57C8"
"Sweden Business Unit","100","Y","FIN_IMPL","2017/01/18 15:08:48.064","FIN_IMPL","2017/01/18 15:08:49.988","4655AFE15FDF647BE0537AA3FD0A57C8"
"Sweden Business Unit","110","Y","FIN_IMPL","2017/01/18 15:08:48.06","FIN_IMPL","2017/01/18 15:08:49.986","4655AFE15FDF647BE0537AA3FD0A57C8"
"Sweden Business Unit","120","Y","FIN_IMPL","2017/01/18 15:08:48.068","FIN_IMPL","2017/01/18 15:08:49.99","4655AFE15FDF647BE0537AA3FD0A57C8"
"Sweden Business Unit","130","Y","FIN_IMPL","2017/01/18 15:08:48.066","FIN_IMPL","2017/01/18 15:08:49.989","4655AFE15FDF647BE0537AA3FD0A57C8"
"Sweden Business Unit","140","Y","FIN_IMPL","2017/01/18 15:08:48.047","FIN_IMPL","2017/01/18 15:08:49.983","4655AFE15FDF647BE0537AA3FD0A57C8"
"Switzerland Business Unit","10","Y","FIN_IMPL","2015/12/12 02:03:59.0","FIN_IMPL","2015/12/12 02:04:03.772","26A7569E80FF4247E053790B548C53D7"
"Switzerland Business Unit","20","Y","FIN_IMPL","2015/12/12 02:03:59.104","FIN_IMPL","2015/12/12 02:04:03.779","26A7569E80FF4247E053790B548C53D7"
"Switzerland Business Unit","30","Y","FIN_IMPL","2015/12/14 09:36:30.0","FIN_IMPL","2015/12/14 09:36:30.437","26D1829F01E1428FE053790B548C3043"
"Switzerland Business Unit","40","Y","FIN_IMPL","2015/12/14 09:36:30.028","FIN_IMPL","2015/12/14 09:36:30.44","26D1829F01E1428FE053790B548C3043"
"Switzerland Business Unit","80","Y","FIN_IMPL","2018/08/31 09:13:16.0","FIN_IMPL","2018/08/31 09:13:20.483","74B72EAA585A3146E0537990DF0A0EB2"
"Switzerland Business Unit","100","Y","FIN_IMPL","2018/08/31 09:13:16.121","FIN_IMPL","2018/08/31 09:13:20.507","74B72EAA585A3146E0537990DF0A0EB2"
"Switzerland Business Unit","110","Y","FIN_IMPL","2015/12/14 09:36:30.033","FIN_IMPL","2015/12/14 09:36:30.442","26D1829F01E1428FE053790B548C3043"
"Switzerland Business Unit","120","Y","PRC_IMPL","2018/08/23 19:34:23.017","PRC_IMPL","2018/08/23 19:34:23.446","741E72D10D721F0EE0537990DF0A1197"
"Switzerland Business Unit","130","Y","PRC_IMPL","2018/08/23 19:34:23.0","PRC_IMPL","2018/08/23 19:34:23.423","741E72D10D721F0EE0537990DF0A1197"
"Switzerland Business Unit","140","Y","FIN_IMPL","2015/12/14 09:36:30.031","FIN_IMPL","2015/12/14 09:36:30.441","26D1829F01E1428FE053790B548C3043"
"Switzerland Business Unit","180","Y","FIN_IMPL","2015/12/14 09:36:30.036","FIN_IMPL","2015/12/14 09:36:30.442","26D1829F01E1428FE053790B548C3043"
"Turkey Business Unit","10","Y","FIN_IMPL","2017/04/25 16:34:34.044","FIN_IMPL","2017/04/25 16:34:46.653","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","20","Y","FIN_IMPL","2017/04/25 16:34:34.046","FIN_IMPL","2017/04/25 16:34:46.654","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","30","Y","FIN_IMPL","2017/04/25 16:34:34.0","FIN_IMPL","2017/04/25 16:34:46.635","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","40","Y","FIN_IMPL","2017/04/25 16:34:34.035","FIN_IMPL","2017/04/25 16:34:46.647","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","70","Y","FIN_IMPL","2017/04/25 16:34:34.03","FIN_IMPL","2017/04/25 16:34:46.643","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","80","Y","FIN_IMPL","2017/04/25 16:34:34.042","FIN_IMPL","2017/04/25 16:34:46.652","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","90","Y","FIN_IMPL","2017/04/25 16:34:34.033","FIN_IMPL","2017/04/25 16:34:46.645","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","100","Y","FIN_IMPL","2017/04/25 16:34:34.058","FIN_IMPL","2017/04/25 16:34:46.657","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","110","Y","FIN_IMPL","2017/04/25 16:34:34.049","FIN_IMPL","2017/04/25 16:34:46.655","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","120","Y","FIN_IMPL","2017/04/25 16:34:34.065","FIN_IMPL","2017/04/25 16:34:46.659","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","130","Y","FIN_IMPL","2017/04/25 16:34:34.061","FIN_IMPL","2017/04/25 16:34:46.658","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","140","Y","FIN_IMPL","2017/04/25 16:34:34.037","FIN_IMPL","2017/04/25 16:34:46.649","4DF3411C23DE688BE053C4AEFD0AB11E"
"Turkey Business Unit","180","Y","FIN_IMPL","2017/04/25 16:34:34.054","FIN_IMPL","2017/04/25 16:34:46.656","4DF3411C23DE688BE053C4AEFD0AB11E"
"UAE Business Unit","10","Y","FIN_IMPL","2017/08/23 11:40:16.066","FIN_IMPL","2017/08/23 11:40:36.212","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","20","Y","FIN_IMPL","2017/08/23 11:40:16.068","FIN_IMPL","2017/08/23 11:40:36.213","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","30","Y","FIN_IMPL","2017/08/23 11:40:16.0","FIN_IMPL","2017/08/23 11:40:36.198","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","40","Y","FIN_IMPL","2017/08/23 11:40:16.053","FIN_IMPL","2017/08/23 11:40:36.207","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","70","Y","FIN_IMPL","2017/08/23 11:40:16.047","FIN_IMPL","2017/08/23 11:40:36.203","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","80","Y","FIN_IMPL","2017/08/23 11:40:16.062","FIN_IMPL","2017/08/23 11:40:36.21","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","90","Y","FIN_IMPL","2017/08/23 11:40:16.05","FIN_IMPL","2017/08/23 11:40:36.206","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","100","Y","FIN_IMPL","2017/08/23 11:40:16.079","FIN_IMPL","2017/08/23 11:40:36.216","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","110","Y","FIN_IMPL","2017/08/23 11:40:16.073","FIN_IMPL","2017/08/23 11:40:36.214","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","120","Y","FIN_IMPL","2017/08/23 11:40:16.086","FIN_IMPL","2017/08/23 11:40:36.219","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","130","Y","FIN_IMPL","2017/08/23 11:40:16.083","FIN_IMPL","2017/08/23 11:40:36.217","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","140","Y","FIN_IMPL","2017/08/23 11:40:16.056","FIN_IMPL","2017/08/23 11:40:36.208","576166AF4D72655EE0538DADFD0AAB09"
"UAE Business Unit","180","Y","FIN_IMPL","2017/08/23 11:40:16.076","FIN_IMPL","2017/08/23 11:40:36.215","576166AF4D72655EE0538DADFD0AAB09"
"UK Business Unit","10","Y","FIN_IMPL","2013/11/13 21:23:06.055","FIN_IMPL","2013/11/13 21:23:06.112","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","20","Y","FUSION","2014/07/16 16:13:15.403984","FUSION","2014/07/16 16:13:15.403984","0"
"UK Business Unit","30","Y","FIN_IMPL","2013/11/13 21:23:06.0","FIN_IMPL","2013/11/13 21:23:06.103","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","40","Y","FIN_IMPL","2013/11/13 21:23:06.045","FIN_IMPL","2013/11/13 21:23:06.109","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","50","Y","FIN_IMPL","2013/11/13 21:23:06.064","FIN_IMPL","2013/11/13 21:23:06.115","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","70","Y","FIN_IMPL","2013/11/13 21:23:06.04","FIN_IMPL","2013/11/13 21:23:06.107","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","80","Y","FIN_IMPL","2013/11/13 21:23:06.051","FIN_IMPL","2013/11/13 21:23:06.111","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","90","Y","FIN_IMPL","2013/11/13 21:23:06.042","FIN_IMPL","2013/11/13 21:23:06.108","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","100","Y","FIN_IMPL","2013/11/13 21:23:06.06","FIN_IMPL","2013/11/13 21:23:06.113","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","110","Y","FIN_IMPL","2013/11/13 21:23:06.056","FIN_IMPL","2013/11/13 21:23:06.112","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","120","Y","FIN_IMPL","2013/11/13 21:23:06.062","FIN_IMPL","2013/11/13 21:23:06.114","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","130","Y","FIN_IMPL","2013/11/13 21:23:06.061","FIN_IMPL","2013/11/13 21:23:06.114","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","140","Y","FIN_IMPL","2013/11/13 21:23:06.046","FIN_IMPL","2013/11/13 21:23:06.109","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","160","Y","FIN_IMPL","2013/11/13 21:23:06.063","FIN_IMPL","2013/11/13 21:23:06.114","EB0F50CCAA0240E5E0436204548CFB1D"
"UK Business Unit","180","Y","FIN_IMPL","2013/11/13 21:23:06.058","FIN_IMPL","2013/11/13 21:23:06.113","EB0F50CCAA0240E5E0436204548CFB1D"
"US INS Business Unit","10","Y","FIN_IMPL","2016/12/06 17:09:21.032","FIN_IMPL","2016/12/06 17:09:22.129","42FCAD6D1BB2230AE0537AA3FD0AB5C5"
"US INS Business Unit","20","Y","FIN_IMPL","2016/12/06 17:09:21.034","FIN_IMPL","2016/12/06 17:09:22.13","42FCAD6D1BB2230AE0537AA3FD0AB5C5"
"US INS Business Unit","80","Y","FIN_IMPL","2016/12/06 17:09:21.029","FIN_IMPL","2016/12/06 17:09:22.127","42FCAD6D1BB2230AE0537AA3FD0AB5C5"
"US INS Business Unit","110","Y","FIN_IMPL","2016/12/06 17:09:21.036","FIN_IMPL","2016/12/06 17:09:22.13","42FCAD6D1BB2230AE0537AA3FD0AB5C5"
"US INS Business Unit","120","Y","FIN_IMPL","2016/12/06 17:09:21.042","FIN_IMPL","2016/12/06 17:09:22.132","42FCAD6D1BB2230AE0537AA3FD0AB5C5"
"US INS Business Unit","130","Y","FIN_IMPL","2016/12/06 17:09:21.039","FIN_IMPL","2016/12/06 17:09:22.131","42FCAD6D1BB2230AE0537AA3FD0AB5C5"
"US INS Business Unit","140","Y","FIN_IMPL","2016/12/06 17:09:21.0","FIN_IMPL","2016/12/06 17:09:22.122","42FCAD6D1BB2230AE0537AA3FD0AB5C5"
"US1 Business Unit","10","Y","FIN_IMPL","2013/10/25 13:45:01.255","FIN_IMPL","2013/10/25 13:45:01.284","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","20","Y","FUSION","2014/07/16 16:13:15.372817","FUSION","2014/07/16 16:13:15.372817","0"
"US1 Business Unit","30","Y","FIN_IMPL","2013/10/25 13:45:01.208","FIN_IMPL","2013/10/25 13:45:01.271","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","40","Y","FIN_IMPL","2013/10/25 13:45:01.244","FIN_IMPL","2013/10/25 13:45:01.282","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","50","Y","FIN_IMPL","2013/10/25 13:45:01.267","FIN_IMPL","2013/10/25 13:45:01.286","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","70","Y","FIN_IMPL","2013/10/25 13:45:01.24","FIN_IMPL","2013/10/25 13:45:01.281","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","80","Y","FIN_IMPL","2013/10/25 13:45:01.247","FIN_IMPL","2013/10/25 13:45:01.283","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","90","Y","FIN_IMPL","2013/10/25 13:45:01.242","FIN_IMPL","2013/10/25 13:45:01.281","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","100","Y","FIN_IMPL","2013/10/25 13:45:01.262","FIN_IMPL","2013/10/25 13:45:01.285","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","110","Y","FIN_IMPL","2013/10/25 13:45:01.259","FIN_IMPL","2013/10/25 13:45:01.284","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","120","Y","FIN_IMPL","2013/10/25 13:45:01.265","FIN_IMPL","2013/10/25 13:45:01.286","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","130","Y","FIN_IMPL","2013/10/25 13:45:01.264","FIN_IMPL","2013/10/25 13:45:01.285","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","140","Y","FIN_IMPL","2013/10/25 13:45:01.245","FIN_IMPL","2013/10/25 13:45:01.282","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","180","Y","FIN_IMPL","2013/10/25 13:45:01.261","FIN_IMPL","2013/10/25 13:45:01.285","E991D7EE9EF54D86E0436204548C6CD7"
"US1 Business Unit","190","Y","CRM_IMPL","2014/01/14 02:26:52.0","CRM_IMPL","2014/01/14 02:26:52.221","EFE10884B08F4DA2E0436204548C4D40"
"US1 Business Unit","200","Y","FIN_IMPL","2014/01/22 23:40:36.0","FIN_IMPL","2014/01/22 23:40:36.263","F0961BD1828C25FBE0436204548C32BA"
"US1 Business Unit","210","Y","FIN_IMPL","2020/11/23 11:21:54.0","FIN_IMPL","2020/11/23 11:21:57.175","B4C488B04A0908CEE0539E90DF0A0932"
"US2 Business Unit","30","Y","FIN_IMPL","2018/05/30 14:16:58.0","FIN_IMPL","2018/05/30 14:16:58.712","6D6DF0359DB05BE6E0537990DF0A997A"
"University US Business Unit","10","Y","FIN_IMPL","2014/11/10 14:01:18.048","FIN_IMPL","2014/11/10 14:01:19.297","078073FA99665F37E0536204548C8374"
"University US Business Unit","20","Y","FIN_IMPL","2014/11/10 14:01:18.05","FIN_IMPL","2014/11/10 14:01:19.298","078073FA99665F37E0536204548C8374"
"University US Business Unit","30","Y","FIN_IMPL","2014/11/10 14:01:18.0","FIN_IMPL","2014/11/10 14:01:19.27","078073FA99665F37E0536204548C8374"
"University US Business Unit","40","Y","FIN_IMPL","2014/11/10 14:01:18.044","FIN_IMPL","2014/11/10 14:01:19.295","078073FA99665F37E0536204548C8374"
"University US Business Unit","50","Y","CURTIS.FEITTY","2024/01/29 17:08:23.79","CURTIS.FEITTY","2024/01/29 17:08:33.628","0FEF15F216B61447E063CE65F00A8F5A"
"University US Business Unit","70","Y","FIN_IMPL","2014/11/10 14:01:18.04","FIN_IMPL","2014/11/10 14:01:19.292","078073FA99665F37E0536204548C8374"
"University US Business Unit","80","Y","FIN_IMPL","2014/11/13 18:31:39.0","FIN_IMPL","2014/11/13 18:31:39.089","07C1B6040F534B9CE0536204548C2CE4"
"University US Business Unit","90","Y","FIN_IMPL","2014/11/10 14:01:18.042","FIN_IMPL","2014/11/10 14:01:19.293","078073FA99665F37E0536204548C8374"
"University US Business Unit","100","Y","PPM_IMPL","2015/03/25 18:12:21.0","PPM_IMPL","2015/03/25 18:12:21.354","121AD0BD9ECF674DE0536204548C6485"
"University US Business Unit","110","Y","FIN_IMPL","2014/11/10 14:01:18.052","FIN_IMPL","2014/11/10 14:01:19.298","078073FA99665F37E0536204548C8374"
"University US Business Unit","120","Y","PRC_IMPL","2014/11/13 16:14:32.195","PRC_IMPL","2014/11/13 16:14:33.648","07C0BDD78C156F44E0536204548CD890"
"University US Business Unit","130","Y","PRC_IMPL","2014/11/13 16:14:32.194","PRC_IMPL","2014/11/13 16:14:33.643","07C0BDD78C156F44E0536204548CD890"
"University US Business Unit","140","Y","FIN_IMPL","2014/11/10 14:01:18.046","FIN_IMPL","2014/11/10 14:01:19.297","078073FA99665F37E0536204548C8374"
"University US Business Unit","160","Y","CURTIS.FEITTY","2024/01/29 17:08:23.792","CURTIS.FEITTY","2024/01/29 17:08:33.629","0FEF15F216B61447E063CE65F00A8F5A"
"University US Business Unit","180","Y","PRC_IMPL","2014/11/13 16:14:32.0","PRC_IMPL","2014/11/13 16:14:33.6","07C0BDD78C156F44E0536204548CD890"
"University US Business Unit","190","Y","CURTIS.FEITTY","2024/01/29 17:08:23.792","CURTIS.FEITTY","2024/01/29 17:08:33.63","0FEF15F216B61447E063CE65F00A8F5A"
"University US Business Unit","200","Y","CURTIS.FEITTY","2024/01/29 17:08:23.793","CURTIS.FEITTY","2024/01/29 17:08:33.631","0FEF15F216B61447E063CE65F00A8F5A"
"University US Business Unit","210","Y","CURTIS.FEITTY","2024/01/29 17:08:23.793","CURTIS.FEITTY","2024/01/29 17:08:33.631","0FEF15F216B61447E063CE65F00A8F5A"
"Vision E and C Business Unit","160","Y","JOHN.DUNBAR","2016/04/15 19:42:34.0","JOHN.DUNBAR","2016/04/15 19:42:34.097","308BA36E6B50705DE053790B548C4935"
"Vision Retail Business Unit","160","Y","JOHN.DUNBAR","2015/08/13 21:26:18.0","JOHN.DUNBAR","2015/08/13 21:26:18.21","1D375621B6BC3EF0E0536204548C1B3B"
"zzzzProgress UK BU","10","Y","FIN_IMPL","2021/01/11 12:11:23.326","FIN_IMPL","2021/01/11 12:11:32.352","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","20","Y","FIN_IMPL","2021/01/11 12:11:23.475","FIN_IMPL","2021/01/11 12:11:32.405","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","30","Y","FIN_IMPL","2021/01/11 12:11:23.438","FIN_IMPL","2021/01/11 12:11:32.375","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","40","Y","FIN_IMPL","2021/01/11 12:11:23.441","FIN_IMPL","2021/01/11 12:11:32.378","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","50","Y","FIN_IMPL","2021/01/11 12:11:23.443","FIN_IMPL","2021/01/11 12:11:32.38","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","70","Y","FIN_IMPL","2021/01/11 12:11:23.446","FIN_IMPL","2021/01/11 12:11:32.382","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","80","Y","FIN_IMPL","2021/01/11 12:11:23.449","FIN_IMPL","2021/01/11 12:11:32.384","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","90","Y","FIN_IMPL","2021/01/11 12:11:23.451","FIN_IMPL","2021/01/11 12:11:32.386","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","100","Y","FIN_IMPL","2021/01/11 12:11:23.454","FIN_IMPL","2021/01/11 12:11:32.388","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","110","Y","FIN_IMPL","2021/01/11 12:11:23.456","FIN_IMPL","2021/01/11 12:11:32.39","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","120","Y","FIN_IMPL","2021/01/11 12:11:23.459","FIN_IMPL","2021/01/11 12:11:32.392","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","130","Y","FIN_IMPL","2021/01/11 12:11:23.461","FIN_IMPL","2021/01/11 12:11:32.394","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","140","Y","FIN_IMPL","2021/01/11 12:11:23.464","FIN_IMPL","2021/01/11 12:11:32.396","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","160","Y","FIN_IMPL","2021/01/11 12:11:23.466","FIN_IMPL","2021/01/11 12:11:32.398","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","180","Y","FIN_IMPL","2021/01/11 12:11:23.469","FIN_IMPL","2021/01/11 12:11:32.401","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","190","Y","FIN_IMPL","2021/01/11 12:11:23.471","FIN_IMPL","2021/01/11 12:11:32.403","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","200","Y","FIN_IMPL","2021/01/11 12:11:23.479","FIN_IMPL","2021/01/11 12:11:32.407","B89A195782F6F944E0539E90DF0A5AEE"
"zzzzProgress UK BU","210","Y","FIN_IMPL","2021/01/11 12:11:23.481","FIN_IMPL","2021/01/11 12:11:32.409","B89A195782F6F944E0539E90DF0A5AEE"
